,barcode,entry,species_consensus,groups_consensus,accession_number,usda_q_number,alt_accession_number,uiuc_id,minicores_ainsworth_2025,quantity,transplanted,date_transplant,project,project_id,labeled,survival_6wks,root_exudate_collect_6wks,incubation_start_6wks,incubation_end_6wks,soil_6wks,soil_dry_time_start_6wks,soil_dry_time_end_6wks,root_dry_time_start_6wks,root_dry_time_end_6wks,root_6wks,root_exudate_collect_15wks,incubation_start_15wks,incubation_end_15wks,soil_15wks,soil_dry_time_start_15wks,soil_dry_time_end_15wks,root_dry_time_start_15wks,root_dry_time_end_15wks,root_15wks,notes,week,flush,sample_type,flush_initial_volume,flush_replenish,flush_final_volume,soil_initial_mg,soil_24hrs_mg,soil_final_mg,root_initial_mg,root_final_mg
173,Miscanthus sacchariflorus 4x  'Gifu-2010-024'-Accn:JPN-2011-012-Q46812-Alt:JPN-2011-012,Miscanthus sacchariflorus 4x  'Gifu-2010-024',Miscanthus sacchariflorus 4x,S Japan 4x Msa,JPN-2011-012,Q46812,JPN-2011-012,UI19-00272,JPN-2011-012,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,,,,,,,,,,,,,,,,,,,,,15wks,flush_1,exudate,,,,,,,,
174,Miscanthus sacchariflorus 4x  'Gifu-2010-024'-Accn:JPN-2011-012-Q46812-Alt:JPN-2011-012,Miscanthus sacchariflorus 4x  'Gifu-2010-024',Miscanthus sacchariflorus 4x,S Japan 4x Msa,JPN-2011-012,Q46812,JPN-2011-012,UI19-00272,JPN-2011-012,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,,,,,,,,,,,,,,,,,,,,,15wks,flush_2,exudate,,,,,,,,
175,Miscanthus sacchariflorus 4x  'Gifu-2010-024'-Accn:JPN-2011-012-Q46812-Alt:JPN-2011-012,Miscanthus sacchariflorus 4x  'Gifu-2010-024',Miscanthus sacchariflorus 4x,S Japan 4x Msa,JPN-2011-012,Q46812,JPN-2011-012,UI19-00272,JPN-2011-012,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,,,,,,,,,,,,,,,,,,,,,15wks,,soil,,,,,,,,
176,Miscanthus sacchariflorus 4x  'Gifu-2010-024'-Accn:JPN-2011-012-Q46812-Alt:JPN-2011-012,Miscanthus sacchariflorus 4x  'Gifu-2010-024',Miscanthus sacchariflorus 4x,S Japan 4x Msa,JPN-2011-012,Q46812,JPN-2011-012,UI19-00272,JPN-2011-012,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,,,,,,,,,,,,,,,,,,,,,15wks,,root,,,,,,,,
177,Miscanthus sacchariflorus 4x  'Hokkaido Univ-selection-3'-Accn:JPN-2011-023-Q46823-Alt:JPN-2011-023,Miscanthus sacchariflorus 4x  'Hokkaido Univ-selection-3',Miscanthus sacchariflorus 4x,S Japan 4x Msa,JPN-2011-023,Q46823,JPN-2011-023,UI19-00295,JPN-2011-023,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,,,,,,,,,,,1,2025/08/05 11:32:00,2025/08/06 10:00:00,1,2025/08/07 16:31:00,2025/08/09 18:24:00,2025/08/07 16:31:00,2025/08/08 16:51:00,1,Was not part of inital 6wk samples,6wks,flush_1,exudate,,,,,,,,
178,Miscanthus sacchariflorus 4x  'Hokkaido Univ-selection-3'-Accn:JPN-2011-023-Q46823-Alt:JPN-2011-023,Miscanthus sacchariflorus 4x  'Hokkaido Univ-selection-3',Miscanthus sacchariflorus 4x,S Japan 4x Msa,JPN-2011-023,Q46823,JPN-2011-023,UI19-00295,JPN-2011-023,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,,,,,,,,,,,1,2025/08/05 11:32:00,2025/08/06 10:00:00,1,2025/08/07 16:31:00,2025/08/09 18:24:00,2025/08/07 16:31:00,2025/08/08 16:51:00,1,Was not part of inital 6wk samples,6wks,flush_2,exudate,,,,,,,,
179,Miscanthus sacchariflorus 4x  'Hokkaido Univ-selection-3'-Accn:JPN-2011-023-Q46823-Alt:JPN-2011-023,Miscanthus sacchariflorus 4x  'Hokkaido Univ-selection-3',Miscanthus sacchariflorus 4x,S Japan 4x Msa,JPN-2011-023,Q46823,JPN-2011-023,UI19-00295,JPN-2011-023,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,,,,,,,,,,,1,2025/08/05 11:32:00,2025/08/06 10:00:00,1,2025/08/07 16:31:00,2025/08/09 18:24:00,2025/08/07 16:31:00,2025/08/08 16:51:00,1,Was not part of inital 6wk samples,6wks,,soil,,,,,,,,
180,Miscanthus sacchariflorus 4x  'Hokkaido Univ-selection-3'-Accn:JPN-2011-023-Q46823-Alt:JPN-2011-023,Miscanthus sacchariflorus 4x  'Hokkaido Univ-selection-3',Miscanthus sacchariflorus 4x,S Japan 4x Msa,JPN-2011-023,Q46823,JPN-2011-023,UI19-00295,JPN-2011-023,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,,,,,,,,,,,1,2025/08/05 11:32:00,2025/08/06 10:00:00,1,2025/08/07 16:31:00,2025/08/09 18:24:00,2025/08/07 16:31:00,2025/08/08 16:51:00,1,Was not part of inital 6wk samples,6wks,,root,,,,,,,,
181,Miscanthus sacchariflorus 4x  'Hokkaido Univ-selection-3'-Accn:JPN-2011-023-Q46823-Alt:JPN-2011-023,Miscanthus sacchariflorus 4x  'Hokkaido Univ-selection-3',Miscanthus sacchariflorus 4x,S Japan 4x Msa,JPN-2011-023,Q46823,JPN-2011-023,UI19-00295,JPN-2011-023,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,,,,,,,,,,,1,2025/08/05 11:32:00,2025/08/06 10:00:00,1,2025/08/07 16:31:00,2025/08/09 18:24:00,2025/08/07 16:31:00,2025/08/08 16:51:00,1,Was not part of inital 6wk samples,15wks,flush_1,exudate,10,5,8.5,4.0147,1.0065,0.9851,0.0235,0.0163
182,Miscanthus sacchariflorus 4x  'Hokkaido Univ-selection-3'-Accn:JPN-2011-023-Q46823-Alt:JPN-2011-023,Miscanthus sacchariflorus 4x  'Hokkaido Univ-selection-3',Miscanthus sacchariflorus 4x,S Japan 4x Msa,JPN-2011-023,Q46823,JPN-2011-023,UI19-00295,JPN-2011-023,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,,,,,,,,,,,1,2025/08/05 11:32:00,2025/08/06 10:00:00,1,2025/08/07 16:31:00,2025/08/09 18:24:00,2025/08/07 16:31:00,2025/08/08 16:51:00,1,Was not part of inital 6wk samples,15wks,flush_2,exudate,10,,8.5,4.0147,1.0065,0.9851,0.0235,0.0163
183,Miscanthus sacchariflorus 4x  'Hokkaido Univ-selection-3'-Accn:JPN-2011-023-Q46823-Alt:JPN-2011-023,Miscanthus sacchariflorus 4x  'Hokkaido Univ-selection-3',Miscanthus sacchariflorus 4x,S Japan 4x Msa,JPN-2011-023,Q46823,JPN-2011-023,UI19-00295,JPN-2011-023,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,,,,,,,,,,,1,2025/08/05 11:32:00,2025/08/06 10:00:00,1,2025/08/07 16:31:00,2025/08/09 18:24:00,2025/08/07 16:31:00,2025/08/08 16:51:00,1,Was not part of inital 6wk samples,15wks,,soil,,,,4.0147,1.0065,0.9851,0.0235,0.0163
184,Miscanthus sacchariflorus 4x  'Hokkaido Univ-selection-3'-Accn:JPN-2011-023-Q46823-Alt:JPN-2011-023,Miscanthus sacchariflorus 4x  'Hokkaido Univ-selection-3',Miscanthus sacchariflorus 4x,S Japan 4x Msa,JPN-2011-023,Q46823,JPN-2011-023,UI19-00295,JPN-2011-023,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,,,,,,,,,,,1,2025/08/05 11:32:00,2025/08/06 10:00:00,1,2025/08/07 16:31:00,2025/08/09 18:24:00,2025/08/07 16:31:00,2025/08/08 16:51:00,1,Was not part of inital 6wk samples,15wks,,root,,,,4.0147,1.0065,0.9851,0.0235,0.0163
185,Miscanthus sacchariflorus 4x  'EMI-5'-Accn:UI11-00027--Alt:,Miscanthus sacchariflorus 4x  'EMI-5',Miscanthus sacchariflorus 4x,S Japan 4x Msa,UI11-00027,,,UI19-00298,UI11-00027,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,6wks,flush_1,exudate,,,,,,,,
186,Miscanthus sacchariflorus 4x  'EMI-5'-Accn:UI11-00027--Alt:,Miscanthus sacchariflorus 4x  'EMI-5',Miscanthus sacchariflorus 4x,S Japan 4x Msa,UI11-00027,,,UI19-00298,UI11-00027,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,6wks,flush_2,exudate,,,,,,,,
187,Miscanthus sacchariflorus 4x  'EMI-5'-Accn:UI11-00027--Alt:,Miscanthus sacchariflorus 4x  'EMI-5',Miscanthus sacchariflorus 4x,S Japan 4x Msa,UI11-00027,,,UI19-00298,UI11-00027,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,6wks,,soil,,,,,,,,
188,Miscanthus sacchariflorus 4x  'EMI-5'-Accn:UI11-00027--Alt:,Miscanthus sacchariflorus 4x  'EMI-5',Miscanthus sacchariflorus 4x,S Japan 4x Msa,UI11-00027,,,UI19-00298,UI11-00027,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,6wks,,root,,,,,,,,
189,Miscanthus sacchariflorus 4x  'EMI-5'-Accn:UI11-00027--Alt:,Miscanthus sacchariflorus 4x  'EMI-5',Miscanthus sacchariflorus 4x,S Japan 4x Msa,UI11-00027,,,UI19-00298,UI11-00027,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,15wks,flush_1,exudate,,,,,,,,
190,Miscanthus sacchariflorus 4x  'EMI-5'-Accn:UI11-00027--Alt:,Miscanthus sacchariflorus 4x  'EMI-5',Miscanthus sacchariflorus 4x,S Japan 4x Msa,UI11-00027,,,UI19-00298,UI11-00027,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,15wks,flush_2,exudate,,,,,,,,
191,Miscanthus sacchariflorus 4x  'EMI-5'-Accn:UI11-00027--Alt:,Miscanthus sacchariflorus 4x  'EMI-5',Miscanthus sacchariflorus 4x,S Japan 4x Msa,UI11-00027,,,UI19-00298,UI11-00027,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,15wks,,soil,,,,,,,,
192,Miscanthus sacchariflorus 4x  'EMI-5'-Accn:UI11-00027--Alt:,Miscanthus sacchariflorus 4x  'EMI-5',Miscanthus sacchariflorus 4x,S Japan 4x Msa,UI11-00027,,,UI19-00298,UI11-00027,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,15wks,,root,,,,,,,,
193,Miscanthus sacchariflorus ssp. lutarioriparius  'JY016'-Accn:JY016-Q49871-Alt:,Miscanthus sacchariflorus ssp. lutarioriparius  'JY016',Miscanthus sacchariflorus ssp. lutarioriparius,Yangtze 2x (ssp. lutarioriparius) Msa,JY016,Q49871,,UI19-00387,JY016,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,6wks,flush_1,exudate,,,,,,,,
194,Miscanthus sacchariflorus ssp. lutarioriparius  'JY016'-Accn:JY016-Q49871-Alt:,Miscanthus sacchariflorus ssp. lutarioriparius  'JY016',Miscanthus sacchariflorus ssp. lutarioriparius,Yangtze 2x (ssp. lutarioriparius) Msa,JY016,Q49871,,UI19-00387,JY016,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,6wks,flush_2,exudate,,,,,,,,
195,Miscanthus sacchariflorus ssp. lutarioriparius  'JY016'-Accn:JY016-Q49871-Alt:,Miscanthus sacchariflorus ssp. lutarioriparius  'JY016',Miscanthus sacchariflorus ssp. lutarioriparius,Yangtze 2x (ssp. lutarioriparius) Msa,JY016,Q49871,,UI19-00387,JY016,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,6wks,,soil,,,,,,,,
196,Miscanthus sacchariflorus ssp. lutarioriparius  'JY016'-Accn:JY016-Q49871-Alt:,Miscanthus sacchariflorus ssp. lutarioriparius  'JY016',Miscanthus sacchariflorus ssp. lutarioriparius,Yangtze 2x (ssp. lutarioriparius) Msa,JY016,Q49871,,UI19-00387,JY016,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,6wks,,root,,,,,,,,
197,Miscanthus sacchariflorus ssp. lutarioriparius  'JY016'-Accn:JY016-Q49871-Alt:,Miscanthus sacchariflorus ssp. lutarioriparius  'JY016',Miscanthus sacchariflorus ssp. lutarioriparius,Yangtze 2x (ssp. lutarioriparius) Msa,JY016,Q49871,,UI19-00387,JY016,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,15wks,flush_1,exudate,,,,,,,,
198,Miscanthus sacchariflorus ssp. lutarioriparius  'JY016'-Accn:JY016-Q49871-Alt:,Miscanthus sacchariflorus ssp. lutarioriparius  'JY016',Miscanthus sacchariflorus ssp. lutarioriparius,Yangtze 2x (ssp. lutarioriparius) Msa,JY016,Q49871,,UI19-00387,JY016,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,15wks,flush_2,exudate,,,,,,,,
199,Miscanthus sacchariflorus ssp. lutarioriparius  'JY016'-Accn:JY016-Q49871-Alt:,Miscanthus sacchariflorus ssp. lutarioriparius  'JY016',Miscanthus sacchariflorus ssp. lutarioriparius,Yangtze 2x (ssp. lutarioriparius) Msa,JY016,Q49871,,UI19-00387,JY016,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,15wks,,soil,,,,,,,,
200,Miscanthus sacchariflorus ssp. lutarioriparius  'JY016'-Accn:JY016-Q49871-Alt:,Miscanthus sacchariflorus ssp. lutarioriparius  'JY016',Miscanthus sacchariflorus ssp. lutarioriparius,Yangtze 2x (ssp. lutarioriparius) Msa,JY016,Q49871,,UI19-00387,JY016,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,15wks,,root,,,,,,,,
201,Miscanthus sacchariflorus ssp. lutarioriparius  'JY025'-Accn:JY025-Q49880-Alt:,Miscanthus sacchariflorus ssp. lutarioriparius  'JY025',Miscanthus sacchariflorus ssp. lutarioriparius,Yangtze 2x (ssp. lutarioriparius) Msa,JY025,Q49880,,UI19-00391,JY025,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,,,,,,,,,,,1,2025/08/05 11:21:00,2025/08/06 10:00:00,1,2025/08/07 16:31:00,2025/08/09 18:24:00,2025/08/07 16:31:00,2025/08/08 16:51:00,1,Was not part of inital 6wk samples,6wks,flush_1,exudate,,,,,,,,
202,Miscanthus sacchariflorus ssp. lutarioriparius  'JY025'-Accn:JY025-Q49880-Alt:,Miscanthus sacchariflorus ssp. lutarioriparius  'JY025',Miscanthus sacchariflorus ssp. lutarioriparius,Yangtze 2x (ssp. lutarioriparius) Msa,JY025,Q49880,,UI19-00391,JY025,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,,,,,,,,,,,1,2025/08/05 11:21:00,2025/08/06 10:00:00,1,2025/08/07 16:31:00,2025/08/09 18:24:00,2025/08/07 16:31:00,2025/08/08 16:51:00,1,Was not part of inital 6wk samples,6wks,flush_2,exudate,,,,,,,,
203,Miscanthus sacchariflorus ssp. lutarioriparius  'JY025'-Accn:JY025-Q49880-Alt:,Miscanthus sacchariflorus ssp. lutarioriparius  'JY025',Miscanthus sacchariflorus ssp. lutarioriparius,Yangtze 2x (ssp. lutarioriparius) Msa,JY025,Q49880,,UI19-00391,JY025,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,,,,,,,,,,,1,2025/08/05 11:21:00,2025/08/06 10:00:00,1,2025/08/07 16:31:00,2025/08/09 18:24:00,2025/08/07 16:31:00,2025/08/08 16:51:00,1,Was not part of inital 6wk samples,6wks,,soil,,,,,,,,
204,Miscanthus sacchariflorus ssp. lutarioriparius  'JY025'-Accn:JY025-Q49880-Alt:,Miscanthus sacchariflorus ssp. lutarioriparius  'JY025',Miscanthus sacchariflorus ssp. lutarioriparius,Yangtze 2x (ssp. lutarioriparius) Msa,JY025,Q49880,,UI19-00391,JY025,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,,,,,,,,,,,1,2025/08/05 11:21:00,2025/08/06 10:00:00,1,2025/08/07 16:31:00,2025/08/09 18:24:00,2025/08/07 16:31:00,2025/08/08 16:51:00,1,Was not part of inital 6wk samples,6wks,,root,,,,,,,,
205,Miscanthus sacchariflorus ssp. lutarioriparius  'JY025'-Accn:JY025-Q49880-Alt:,Miscanthus sacchariflorus ssp. lutarioriparius  'JY025',Miscanthus sacchariflorus ssp. lutarioriparius,Yangtze 2x (ssp. lutarioriparius) Msa,JY025,Q49880,,UI19-00391,JY025,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,,,,,,,,,,,1,2025/08/05 11:21:00,2025/08/06 10:00:00,1,2025/08/07 16:31:00,2025/08/09 18:24:00,2025/08/07 16:31:00,2025/08/08 16:51:00,1,Was not part of inital 6wk samples,15wks,flush_1,exudate,10,5,11.6,4.0145,0.9201,0.906,0.011,0.0066
206,Miscanthus sacchariflorus ssp. lutarioriparius  'JY025'-Accn:JY025-Q49880-Alt:,Miscanthus sacchariflorus ssp. lutarioriparius  'JY025',Miscanthus sacchariflorus ssp. lutarioriparius,Yangtze 2x (ssp. lutarioriparius) Msa,JY025,Q49880,,UI19-00391,JY025,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,,,,,,,,,,,1,2025/08/05 11:21:00,2025/08/06 10:00:00,1,2025/08/07 16:31:00,2025/08/09 18:24:00,2025/08/07 16:31:00,2025/08/08 16:51:00,1,Was not part of inital 6wk samples,15wks,flush_2,exudate,10,,8.4,4.0145,0.9201,0.906,0.011,0.0066
207,Miscanthus sacchariflorus ssp. lutarioriparius  'JY025'-Accn:JY025-Q49880-Alt:,Miscanthus sacchariflorus ssp. lutarioriparius  'JY025',Miscanthus sacchariflorus ssp. lutarioriparius,Yangtze 2x (ssp. lutarioriparius) Msa,JY025,Q49880,,UI19-00391,JY025,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,,,,,,,,,,,1,2025/08/05 11:21:00,2025/08/06 10:00:00,1,2025/08/07 16:31:00,2025/08/09 18:24:00,2025/08/07 16:31:00,2025/08/08 16:51:00,1,Was not part of inital 6wk samples,15wks,,soil,,,,4.0145,0.9201,0.906,0.011,0.0066
208,Miscanthus sacchariflorus ssp. lutarioriparius  'JY025'-Accn:JY025-Q49880-Alt:,Miscanthus sacchariflorus ssp. lutarioriparius  'JY025',Miscanthus sacchariflorus ssp. lutarioriparius,Yangtze 2x (ssp. lutarioriparius) Msa,JY025,Q49880,,UI19-00391,JY025,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,,,,,,,,,,,1,2025/08/05 11:21:00,2025/08/06 10:00:00,1,2025/08/07 16:31:00,2025/08/09 18:24:00,2025/08/07 16:31:00,2025/08/08 16:51:00,1,Was not part of inital 6wk samples,15wks,,root,,,,4.0145,0.9201,0.906,0.011,0.0066
209,Miscanthus sacchariflorus ssp. lutarioriparius  'JY045'-Accn:JY045-Q49898-Alt:,Miscanthus sacchariflorus ssp. lutarioriparius  'JY045',Miscanthus sacchariflorus ssp. lutarioriparius,Yangtze 2x (ssp. lutarioriparius) Msa,JY045,Q49898,,UI19-00400,JY045,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,,,,,,,,,,,,,,,,,,,,,6wks,flush_1,exudate,,,,,,,,
210,Miscanthus sacchariflorus ssp. lutarioriparius  'JY045'-Accn:JY045-Q49898-Alt:,Miscanthus sacchariflorus ssp. lutarioriparius  'JY045',Miscanthus sacchariflorus ssp. lutarioriparius,Yangtze 2x (ssp. lutarioriparius) Msa,JY045,Q49898,,UI19-00400,JY045,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,,,,,,,,,,,,,,,,,,,,,6wks,flush_2,exudate,,,,,,,,
211,Miscanthus sacchariflorus ssp. lutarioriparius  'JY045'-Accn:JY045-Q49898-Alt:,Miscanthus sacchariflorus ssp. lutarioriparius  'JY045',Miscanthus sacchariflorus ssp. lutarioriparius,Yangtze 2x (ssp. lutarioriparius) Msa,JY045,Q49898,,UI19-00400,JY045,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,,,,,,,,,,,,,,,,,,,,,6wks,,soil,,,,,,,,
212,Miscanthus sacchariflorus ssp. lutarioriparius  'JY045'-Accn:JY045-Q49898-Alt:,Miscanthus sacchariflorus ssp. lutarioriparius  'JY045',Miscanthus sacchariflorus ssp. lutarioriparius,Yangtze 2x (ssp. lutarioriparius) Msa,JY045,Q49898,,UI19-00400,JY045,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,,,,,,,,,,,,,,,,,,,,,6wks,,root,,,,,,,,
213,Miscanthus sacchariflorus ssp. lutarioriparius  'JY045'-Accn:JY045-Q49898-Alt:,Miscanthus sacchariflorus ssp. lutarioriparius  'JY045',Miscanthus sacchariflorus ssp. lutarioriparius,Yangtze 2x (ssp. lutarioriparius) Msa,JY045,Q49898,,UI19-00400,JY045,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,,,,,,,,,,,,,,,,,,,,,15wks,flush_1,exudate,,,,,,,,
214,Miscanthus sacchariflorus ssp. lutarioriparius  'JY045'-Accn:JY045-Q49898-Alt:,Miscanthus sacchariflorus ssp. lutarioriparius  'JY045',Miscanthus sacchariflorus ssp. lutarioriparius,Yangtze 2x (ssp. lutarioriparius) Msa,JY045,Q49898,,UI19-00400,JY045,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,,,,,,,,,,,,,,,,,,,,,15wks,flush_2,exudate,,,,,,,,
215,Miscanthus sacchariflorus ssp. lutarioriparius  'JY045'-Accn:JY045-Q49898-Alt:,Miscanthus sacchariflorus ssp. lutarioriparius  'JY045',Miscanthus sacchariflorus ssp. lutarioriparius,Yangtze 2x (ssp. lutarioriparius) Msa,JY045,Q49898,,UI19-00400,JY045,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,,,,,,,,,,,,,,,,,,,,,15wks,,soil,,,,,,,,
216,Miscanthus sacchariflorus ssp. lutarioriparius  'JY045'-Accn:JY045-Q49898-Alt:,Miscanthus sacchariflorus ssp. lutarioriparius  'JY045',Miscanthus sacchariflorus ssp. lutarioriparius,Yangtze 2x (ssp. lutarioriparius) Msa,JY045,Q49898,,UI19-00400,JY045,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,,,,,,,,,,,,,,,,,,,,,15wks,,root,,,,,,,,
217,Miscanthus sacchariflorus ssp. lutarioriparius  'PF30022'-Accn:UI11-00031--Alt:,Miscanthus sacchariflorus ssp. lutarioriparius  'PF30022',Miscanthus sacchariflorus ssp. lutarioriparius,Yangtze 2x (ssp. lutarioriparius) Msa,UI11-00031,,,UI19-00392,UI11-00031,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,6wks,flush_1,exudate,,,,,,,,
218,Miscanthus sacchariflorus ssp. lutarioriparius  'PF30022'-Accn:UI11-00031--Alt:,Miscanthus sacchariflorus ssp. lutarioriparius  'PF30022',Miscanthus sacchariflorus ssp. lutarioriparius,Yangtze 2x (ssp. lutarioriparius) Msa,UI11-00031,,,UI19-00392,UI11-00031,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,6wks,flush_2,exudate,,,,,,,,
219,Miscanthus sacchariflorus ssp. lutarioriparius  'PF30022'-Accn:UI11-00031--Alt:,Miscanthus sacchariflorus ssp. lutarioriparius  'PF30022',Miscanthus sacchariflorus ssp. lutarioriparius,Yangtze 2x (ssp. lutarioriparius) Msa,UI11-00031,,,UI19-00392,UI11-00031,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,6wks,,soil,,,,,,,,
220,Miscanthus sacchariflorus ssp. lutarioriparius  'PF30022'-Accn:UI11-00031--Alt:,Miscanthus sacchariflorus ssp. lutarioriparius  'PF30022',Miscanthus sacchariflorus ssp. lutarioriparius,Yangtze 2x (ssp. lutarioriparius) Msa,UI11-00031,,,UI19-00392,UI11-00031,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,6wks,,root,,,,,,,,
221,Miscanthus sacchariflorus ssp. lutarioriparius  'PF30022'-Accn:UI11-00031--Alt:,Miscanthus sacchariflorus ssp. lutarioriparius  'PF30022',Miscanthus sacchariflorus ssp. lutarioriparius,Yangtze 2x (ssp. lutarioriparius) Msa,UI11-00031,,,UI19-00392,UI11-00031,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,15wks,flush_1,exudate,,,,,,,,
222,Miscanthus sacchariflorus ssp. lutarioriparius  'PF30022'-Accn:UI11-00031--Alt:,Miscanthus sacchariflorus ssp. lutarioriparius  'PF30022',Miscanthus sacchariflorus ssp. lutarioriparius,Yangtze 2x (ssp. lutarioriparius) Msa,UI11-00031,,,UI19-00392,UI11-00031,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,15wks,flush_2,exudate,,,,,,,,
223,Miscanthus sacchariflorus ssp. lutarioriparius  'PF30022'-Accn:UI11-00031--Alt:,Miscanthus sacchariflorus ssp. lutarioriparius  'PF30022',Miscanthus sacchariflorus ssp. lutarioriparius,Yangtze 2x (ssp. lutarioriparius) Msa,UI11-00031,,,UI19-00392,UI11-00031,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,15wks,,soil,,,,,,,,
224,Miscanthus sacchariflorus ssp. lutarioriparius  'PF30022'-Accn:UI11-00031--Alt:,Miscanthus sacchariflorus ssp. lutarioriparius  'PF30022',Miscanthus sacchariflorus ssp. lutarioriparius,Yangtze 2x (ssp. lutarioriparius) Msa,UI11-00031,,,UI19-00392,UI11-00031,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,15wks,,root,,,,,,,,
